,Id Clayette,Type,Date début,Date fin,Nouveauté (non existante semaine avant) 1 si oui,Nb clayettes vendues cette semaine là,Nombre vendu de la clayette,% Ventes,Prix,Qté Ingrédient 1,Ingrédient 1,Qté Ingrédient 2,Ingrédient 2,Qté Ingrédient 3,Ingrédient 3,Qté Ingrédient 4,Ingrédient 4,Qté Ingrédient 5,Ingrédient 5,Qté Ingrédient 6,Ingrédient 6,Qté Ingrédient 7,Ingrédient 7,Qté Ingrédient 8,Ingrédient 8,Qté Ingrédient 9,Ingrédient 9,Qté Ingrédient 10,Ingrédient 10
,1,CROQUANTE,27/09/2021,03/10/2021,1,517,11,"2,13 %","16,5",6,Œuf,1,Farine,1,Salade,3,Pomme,3,Poire,3,Tomate,3,Courgette,1,Thym,1,Echalote,,
,2,ENSOLEILEE,27/09/2021,03/10/2021,1,517,0,"0,00 %","13,9",4,Tomate,6,Carotte,5,PdT,1,Salade,1,Echalote,2,Poireau,,,,,,,,
,,FRUITS DE SAISON,27/09/2021,03/10/2021,,517,79,"15,28 %","9,5",6,Pomme,4,Poire,1,Raisin,,,,,,,,,,,,,,
,,TWO P,27/09/2021,03/10/2021,,517,45,"8,70 %","7,9",10,Pomme,4,Poire,,,,,,,,,,,,,,,,
,,SOLO DUO,27/09/2021,03/10/2021,,517,56,"10,83 %","13,9",5,PdT,3,Tomate,1,Poireau,6,OEUF,3,Pomme,4,Carotte,,,,,,,,
,,APERO,27/09/2021,03/10/2021,,517,20,"3,87 %",,1,Saucisson,,Tomate,,,,,,,,,,,,,,,,
,,AUTOMNALE,27/09/2021,03/10/2021,,517,66,"12,77 %","13,9",4,Tomate,6,Carotte,5,PdT,1,Salade,1,Echalote,2,Poireau,,,,,,,,
,,SOLO DUO,04/10/2021,10/10/2021,2,493,35,"7,10 %","13,9",5,PdT,6,Œuf,3,Tomate,1,Poireau,3,Pomme,2,Poire,4,Carotte,,,,,,
,,AUTOMNALE,04/10/2021,10/10/2021,2,495,56,"11,31 %","13,9",4,Tomate,6,Carotte,5,PdT,1,Salade,1,Echalote,2,Poireau,,,,,,,,
,,FRUITS DE SAISON,04/10/2021,10/10/2021,2,496,93,"18,75 %",,6,Pomme,4,Poire,4,Rhubarbe,,,,,,,,,,,,,,
,,TWO P,04/10/2021,10/10/2021,2,497,41,"8,25 %","7,9",10,Pomme,4,Poire,,,,,,,,,,,,,,,,
,,COLOREE,04/10/2021,10/10/2021,1,497,46,"9,26 %","11,9",1,Potimarron,1,Mache,5,Carotte,1,Oignon,1,Echalote,1,Persil Plat,1,Chou Rouge,3,Pomme,,,,
,,APERO,04/10/2021,10/10/2021,2,497,12,"2,41 %",,1,Saucisson,,Tomate,,,,,,,,,,,,,,,,
,,SOLO DUO,11/10/2021,17/10/2021,1,515,40,"7,77 %",,1,Poireau,1,Oignon,1,Champignon,4,Pomme,4,Poire,5,PdT,4,Carotte,6,Œuf,,,,
,,FAMILIALE,11/10/2021,17/10/2021,1,515,0,"0,00 %",,2,Poireau,2,Oignon,1,Champignon,1,Navet,6,Carotte,8,PdT,,,,,,,,
,,AUTOMNALE,11/10/2021,17/10/2021,2,515,72,"13,98 %","13,9",4,Tomate,6,Carotte,5,PdT,1,Salade,1,Echalote,2,Poireau,,,,,,,,
,,TWO P,11/10/2021,17/10/2021,2,515,74,"14,37 %","7,9",10,Pomme,4,Poire,,,,,,,,,,,,,,,,
,,CROQUANTE,11/10/2021,17/10/2021,1,515,49,"9,51 %","12,9",1,Epinard,1,Mache,1,Echalote,2,Bettrave,1,Radis,6,PdT,,,,,,,,
,,FRUITS DE SAISON,11/10/2021,17/10/2021,2,515,10,"1,94 %",,6,Pomme,4,Poire,4,Rhubarbe,,,,,,,,,,,,,,
,,POMMEE,11/10/2021,17/10/2021,1,515,18,"3,50 %",,20,Pomme,,,,,,,,,,,,,,,,,,
,,APERO,11/10/2021,17/10/2021,2,515,18,"3,50 %",,1,Saucisson,,Tomate,,,,,,,,,,,,,,,,
,,DU PLACARD,11/10/2021,17/10/2021,1,515,0,"0,00 %",,1,Pois Cassé,1,Haricots Blancs,1,Graines de Courge,1,Farine,1,Lentilles,1,Ail,,,,,,,,
,,SOLO DUO,18/10/2021,24/10/2021,2,434,59,"13,59 %",,1,Poireau,1,Oignon,1,Champignon,4,Pomme,4,Poire,5,PdT,4,Carotte,6,Œuf,,,,
,,POT AU FEU,18/10/2021,24/10/2021,1,434,0,"0,00 %",,4,Carotte,1,Poireau,"1,5",Celeri,1,Navet,4,PdT,"1,5",Celeri Branche,1,Panais,1,Oignon,,,,
,,RACLETTE,18/10/2021,24/10/2021,1,434,39,"8,99 %",,1,Raclette,8,PdT,1,Salade,1,Echalote,1,Champignon,,,,,,,,,,
,,CROQUANTE,18/10/2021,24/10/2021,2,434,6,"1,38 %","12,9",1,Epinard,1,Mache,1,Echalote,2,Bettrave,1,Radis,6,PdT,,,,,,,,
,,DU PLACARD,18/10/2021,24/10/2021,2,434,9,"2,07 %","16,9",1,Pois Cassé,1,Haricots Blancs,1,Graines de Courge,1,Farine,1,Lentilles,1,Ail,,,,,,,,
,,TENDANCE ,18/10/2021,24/10/2021,1,434,0,"0,00 %",,1,Graines de Courge,1,Chou Kale,2,Epi de Mais,1,Butternut,1,Bocal de Marron,2,Brocoli,2,Radis Red Meat,,,,,,
,,AUTOMNALE,18/10/2021,24/10/2021,2,434,64,"14,75 %","13,9",4,Tomate,6,Carotte,5,PdT,1,Salade,1,Echalote,2,Poireau,,,,,,,,
,,TWO P,18/10/2021,24/10/2021,2,434,59,"13,59 %","7,9",10,Pomme,4,Poire,,,,,,,,,,,,,,,,
,,POMMEE,18/10/2021,24/10/2021,2,434,18,"4,15 %",,20,Pomme,,,,,,,,,,,,,,,,,,
,,APERO,18/10/2021,24/10/2021,2,434,16,"3,69 %",,1,Saucisson,,Tomate,,,,,,,,,,,,,,,,
,,SOLO DUO,25/10/2021,31/10/2021,2,316,34,"10,76 %",,1,Poireau,1,Oignon,1,Champignon,4,Pomme,4,Poire,5,PdT,4,Carotte,6,Œuf,,,,
,,FAMILIALE,25/10/2021,31/10/2021,1,316,0,"0,00 %",,2,Poireau,2,Oignon,1,Champignon,1,Navet,6,Carotte,8,PdT,,,,,,,,
,,COLOREE,25/10/2021,31/10/2021,1,316,47,"14,87 %","11,9",1,Potimarron,1,Mache,5,Carotte,1,Oignon,1,Echalote,1,Persil Plat,1,Butternut,,,,,,
,,DU PLACARD,25/10/2021,31/10/2021,2,316,5,"1,58 %","16,9",1,Pois Cassé,1,Haricots Blancs,1,Graines de Courge,1,Farine,1,Lentilles,1,Ail,,,,,,,,
,,APERO,25/10/2021,31/10/2021,2,316,2,"0,63 %",,1,Saucisson,,Tomate,,,,,,,,,,,,,,,,
,,AUTOMNALE,25/10/2021,31/10/2021,2,316,38,"12,03 %","13,9",4,Tomate,6,Carotte,5,PdT,1,Salade,1,Echalote,2,Poireau,,,,,,,,
,,TWO P,25/10/2021,31/10/2021,2,316,44,"13,92 %","7,9",10,Pomme,4,Poire,,,,,,,,,,,,,,,,
,,RACLETTE,25/10/2021,31/10/2021,2,316,3,"0,95 %",,1,Raclette,8,PdT,1,Salade,1,Echalote,1,Champignon,,,,,,,,,,
,,POMMEE,25/10/2021,31/10/2021,2,316,16,"5,06 %",,20,Pomme,,,,,,,,,,,,,,,,,,
